source_id,url,price_man_yen,layout,area_sqm,year_built,floor_number,floors_total,address,nearest_station,walk_minutes,image_count
20300179,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20300179/,5999.0,1LDK,65.53,1973,6.0,1.0,東京都杉並区高円寺南１ [ ■ 周辺環境 ],東高円寺駅,2.0,24
20354979,https://suumo.jp/ms/chuko/tokyo/sc_sumida/nc_20354979/,5999.0,2LDK,50.88,1995,4.0,7.0,東京都墨田区立川４-15-5 [ ■ 周辺環境 ],菊川駅,9.0,31
78971612,https://suumo.jp/ms/chuko/tokyo/sc_sumida/nc_78971612/,5999.0,2LDK,50.88,1995,4.0,7.0,東京都墨田区立川４ [ ■ 周辺環境 ],菊川駅,9.0,25
20253676,https://suumo.jp/ms/chuko/tokyo/sc_taito/nc_20253676/,6020.0,3LDK,90.46,1976,6.0,9.0,東京都台東区柳橋２ [ ■ 周辺環境 ],蔵前駅,3.0,35
20353939,https://suumo.jp/ms/chuko/tokyo/sc_taito/nc_20353939/,6020.0,3LDK,90.46,1976,6.0,9.0,東京都台東区柳橋２-1-10 [ ■ 周辺環境 ],蔵前駅,3.0,32
79096169,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_79096169/,6098.0,3LDK,70.56,2017,3.0,11.0,東京都江戸川区本一色１ [ ■ 周辺環境 ],新小岩駅,18.0,31
78922498,https://suumo.jp/ms/chuko/tokyo/sc_kita/nc_78922498/,6180.0,2LDK,53.78,2003,5.0,8.0,東京都北区王子１ [ ■ 周辺環境 ],王子駅,1.0,23
78605887,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_78605887/,6180.0,1LDK,65.95,2004,6.0,1.0,東京都江東区大島８-28-5 [ ■ 周辺環境 ],大島駅,10.0,27
78615325,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_78615325/,6180.0,3LDK,58.86,1980,4.0,12.0,東京都江東区牡丹１-16-8 [ ■ 周辺環境 ],門前仲町駅,3.0,25
78795901,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_78795901/,6180.0,3LDK,58.86,1980,4.0,12.0,東京都江東区牡丹１ [ ■ 周辺環境 ],門前仲町駅,3.0,28
79235583,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_79235583/,6180.0,2LDK,61.74,1981,4.0,9.0,東京都江東区門前仲町１ [ ■ 周辺環境 ],門前仲町駅,2.0,21
79165242,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_79165242/,6080.0,1LDK,43.26,1977,5.0,12.0,東京都目黒区目黒２ [ ■ 周辺環境 ],中目黒駅,14.0,22
78832872,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_78832872/,6180.0,3LDK,70.53,2005,3.0,7.0,東京都練馬区貫井４-14-18 [ ■ 周辺環境 ],中村橋駅,11.0,21
79165635,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_79165635/,6180.0,3LDK,70.53,2005,3.0,7.0,東京都練馬区貫井４ [ ■ 周辺環境 ],中村橋駅,11.0,27
20125883,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20125883/,6180.0,2LDK,60.13,2007,3.0,3.0,東京都大田区仲池上２-5-24 [ ■ 周辺環境 ],西馬込駅,6.0,20
20127697,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20127697/,6090.0,2LDK,63.9,2001,2.0,6.0,東京都大田区上池台５ [ ■ 周辺環境 ],長原駅,11.0,22
20164841,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20164841/,6080.0,2LDK,53.14,2004,2.0,6.0,東京都大田区千鳥１-10-3 [ ■ 周辺環境 ],千鳥町駅,6.0,21
20353895,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20353895/,6090.0,2LDK,63.9,2001,2.0,6.0,東京都大田区上池台５-5-9 [ ■ 周辺環境 ],長原駅,11.0,35
20354097,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20354097/,6180.0,2LDK,60.13,2007,3.0,3.0,東京都大田区仲池上２-5-24 [ ■ 周辺環境 ],西馬込駅,6.0,33
78954150,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_78954150/,6090.0,2LDK,63.9,2001,2.0,6.0,東京都大田区上池台５ [ ■ 周辺環境 ],長原駅,11.0,27
78980133,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_78980133/,6090.0,2LDK,63.9,2001,2.0,6.0,東京都大田区上池台５ [ ■ 周辺環境 ],長原駅,11.0,27
78991889,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_78991889/,6090.0,2LDK,63.9,2001,2.0,6.0,東京都大田区上池台５ [ ■ 周辺環境 ],長原駅,11.0,33
79031987,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_79031987/,6090.0,2LDK,63.9,2001,2.0,1.0,東京都大田区上池台５-5-9 [ ■ 周辺環境 ],長原駅,11.0,21
79102642,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_79102642/,6090.0,2LDK,63.9,2001,2.0,6.0,東京都大田区上池台５-5-9 [ ■ 周辺環境 ],長原駅,11.0,21
79163595,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_79163595/,6080.0,2LDK,53.14,2004,2.0,6.0,東京都大田区千鳥１ [ ■ 周辺環境 ],千鳥町駅,6.0,22
79187404,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_79187404/,6080.0,2LDK,48.48,1983,15.0,15.0,東京都大田区大森中２-2-18 [ ■ 周辺環境 ],梅屋敷駅,1.0,23
79216125,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_79216125/,6099.0,2LDK,59.92,1982,12.0,14.0,東京都大田区大森本町２ [ ■ 周辺環境 ],平和島駅,3.0,22
79228741,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_79228741/,6099.0,2LDK,59.92,1982,12.0,14.0,東京都大田区大森本町２ [ ■ 周辺環境 ],平和島駅,3.0,27
79221077,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_79221077/,6090.0,2LDK,60.48,1999,2.0,6.0,東京都世田谷区成城９ [ ■ 周辺環境 ],成城学園前駅,19.0,21
78550868,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_78550868/,6180.0,3LDK,63.3,1984,3.0,7.0,東京都杉並区高井戸東４ [ ■ 周辺環境 ],高井戸駅,12.0,31
78818603,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_78818603/,6180.0,1LDK,53.58,2011,3.0,4.0,東京都杉並区下高井戸３ [ ■ 周辺環境 ],桜上水駅,6.0,22
20083458,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20083458/,6200.0,3LDK,70.51,2021,5.0,13.0,東京都葛飾区白鳥２ [ ■ 周辺環境 ],お花茶屋駅,9.0,22
20352318,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20352318/,6180.0,3LDK,67.85,2005,1.0,15.0,東京都葛飾区亀有３-49-1 [ ■ 周辺環境 ],亀有駅,8.0,25
79051173,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_79051173/,6280.0,3LDK,75.87,2015,13.0,15.0,東京都葛飾区高砂１ [ ■ 周辺環境 ],青砥駅,10.0,22
20305665,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20305665/,6180.0,3LDK,71.04,2001,3.0,13.0,東京都江東区大島８ [ ■ 周辺環境 ],東大島駅,9.0,21
78377768,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_78377768/,6199.0,1LDK,38.66,1999,2.0,8.0,東京都港区西麻布４-2-6 [ ■ 周辺環境 ],広尾駅,8.0,12
20192920,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_20192920/,6190.0,3LDK,58.87,1993,8.0,12.0,東京都練馬区中村北１ [ ■ 周辺環境 ],練馬駅,10.0,25
20107110,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20107110/,6190.0,3LDK,72.71,2015,11.0,11.0,東京都大田区大森南２ [ ■ 周辺環境 ],大鳥居駅,19.0,28
20201460,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20201460/,6190.0,3LDK,72.71,2015,11.0,11.0,東京都大田区大森南２ [ ■ 周辺環境 ],大鳥居駅,19.0,33
20336926,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20336926/,6250.0,2LDK,51.7,1995,4.0,6.0,東京都大田区西蒲田６ [ ■ 周辺環境 ],蒲田駅,5.0,22
79174383,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_79174383/,6190.0,3LDK,72.71,2015,11.0,11.0,東京都大田区大森南２ [ ■ 周辺環境 ],大鳥居駅,19.0,27
79217748,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_79217748/,6190.0,3LDK,72.71,2015,11.0,11.0,東京都大田区大森南２ [ ■ 周辺環境 ],大鳥居駅,19.0,26
20217903,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20217903/,6199.0,1LDK,40.22,2003,3.0,5.0,東京都世田谷区上北沢３ [ ■ 周辺環境 ],上北沢駅,4.0,30
78985182,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_78985182/,6199.0,1LDK,46.41,1979,6.0,7.0,東京都世田谷区三軒茶屋１ [ ■ 周辺環境 ],三軒茶屋駅,3.0,33
20081817,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20081817/,6180.0,1LDK,35.0,2006,4.0,9.0,東京都新宿区北新宿２ [ ■ 周辺環境 ],中野坂上駅,6.0,22
20162523,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20162523/,6190.0,2LDK,52.73,1982,2.0,10.0,東京都新宿区西早稲田３ [ ■ 周辺環境 ],面影橋駅,1.0,19
20287261,https://suumo.jp/ms/chuko/tokyo/sc_sumida/nc_20287261/,6280.0,1LDK,40.08,2010,3.0,11.0,東京都墨田区業平３ [ ■ 周辺環境 ],押上駅,2.0,22
20231536,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_20231536/,6190.0,1LDK,55.68,1995,2.0,9.0,東京都豊島区北大塚３ [ ■ 周辺環境 ],大塚駅,10.0,27
20322384,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_20322384/,6199.0,2DK,50.96,1987,15.0,15.0,東京都豊島区東池袋３ [ ■ 周辺環境 ],池袋駅,10.0,13
20331982,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_20331982/,6198.0,3LDK,59.7,1979,2.0,10.0,東京都豊島区高田２ [ ■ 周辺環境 ],雑司が谷駅,5.0,35
20340580,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_20340580/,6199.0,2DK,50.96,1987,15.0,15.0,東京都豊島区東池袋３ [ ■ 周辺環境 ],池袋駅,10.0,27
20340603,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_20340603/,6198.0,3LDK,61.35,1979,1.0,10.0,東京都豊島区高田２ [ ■ 周辺環境 ],雑司が谷駅,5.0,27
20355008,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_20355008/,6198.0,3LDK,59.7,1979,2.0,10.0,東京都豊島区高田２-8-9 [ ■ 周辺環境 ],雑司が谷駅,5.0,32
78716737,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_78716737/,6190.0,1LDK,55.68,1995,2.0,9.0,東京都豊島区北大塚３ [ ■ 周辺環境 ],大塚駅,10.0,21
79227457,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_79227457/,6198.0,3LDK,59.7,1979,2.0,10.0,東京都豊島区高田２ [ ■ 周辺環境 ],雑司が谷駅,5.0,24
79024549,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_79024549/,6298.0,2LDK,57.08,1997,4.0,8.0,東京都足立区千住１ [ ■ 周辺環境 ],北千住駅,2.0,22
20324163,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_20324163/,6299.0,2LDK,56.4,1980,2.0,5.0,東京都文京区小石川３-21-11 [ ■ 周辺環境 ],春日駅,10.0,33
20264247,https://suumo.jp/ms/chuko/tokyo/sc_chiyoda/nc_20264247/,6280.0,1LDK,32.95,2016,13.0,15.0,東京都千代田区岩本町２ [ ■ 周辺環境 ],岩本町駅,3.0,30
79191095,https://suumo.jp/ms/chuko/tokyo/sc_kita/nc_79191095/,6280.0,4LDK,78.31,2004,9.0,9.0,東京都北区浮間５-15-22 [ ■ 周辺環境 ],浮間舟渡駅,11.0,24
20203785,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20203785/,6280.0,2LDK,72.0,1982,6.0,13.0,東京都江東区亀戸１ [ ■ 周辺環境 ],錦糸町駅,8.0,21
79015915,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_79015915/,6298.0,1LDK,48.39,1994,11.0,1.0,東京都江東区毛利１ [ ■ 周辺環境 ],住吉駅,4.0,29
20221598,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_20221598/,6299.0,1R,28.41,2004,5.0,12.0,東京都目黒区大橋１ [ ■ 周辺環境 ],池尻大橋駅,5.0,33
20170359,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20170359/,6280.0,2DK,44.21,1976,3.0,5.0,東京都港区東麻布２ [ ■ 周辺環境 ],麻布十番駅,5.0,24
78743915,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_78743915/,6280.0,2DK,44.21,1976,3.0,5.0,東京都港区東麻布２ [ ■ 周辺環境 ],麻布十番駅,5.0,33
20345041,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_20345041/,6280.0,1LDK,50.25,1997,9.0,1.0,東京都練馬区練馬１ [ ■ 周辺環境 ],練馬駅,1.0,21
20255527,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20255527/,6290.0,4LDK,79.94,2003,10.0,10.0,東京都大田区大森南３ [ ■ 周辺環境 ],昭和島駅,14.0,28
20270385,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20270385/,6290.0,4LDK,79.94,2003,10.0,10.0,東京都大田区大森南３-21-14 [ ■ 周辺環境 ],昭和島駅,14.0,29
20308309,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20308309/,6290.0,4LDK,79.94,2003,10.0,10.0,東京都大田区大森南３ [ ■ 周辺環境 ],昭和島駅,14.0,33
78891431,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_78891431/,6280.0,2LDK,68.85,2003,3.0,4.0,東京都大田区東雪谷５ [ ■ 周辺環境 ],石川台駅,10.0,22
78985205,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_78985205/,6280.0,3LDK,73.03,1997,2.0,13.0,東京都大田区大森中１ [ ■ 周辺環境 ],大森町駅,3.0,24
79004732,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_79004732/,6290.0,3LDK,61.36,1996,3.0,6.0,東京都大田区西蒲田４ [ ■ 周辺環境 ],蒲田駅,12.0,28
79042407,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_79042407/,6290.0,3LDK,61.36,1996,3.0,6.0,東京都大田区西蒲田４-6-5 [ ■ 周辺環境 ],蒲田駅,12.0,33
79023244,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_79023244/,6298.0,3LDK,84.24,1980,2.0,10.0,東京都世田谷区大蔵１ [ ■ 周辺環境 ],用賀駅,20.0,22
79191168,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_79191168/,6280.0,1K,36.96,2023,1.0,5.0,東京都世田谷区若林１ [ ■ 周辺環境 ],三軒茶屋駅,11.0,22
20322056,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_20322056/,6299.0,2LDK,61.81,1971,7.0,8.0,東京都渋谷区代々木１-４４-９ [ ■ 周辺環境 ],代々木駅,4.0,35
20331325,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20331325/,6280.0,1LDK,50.03,1984,2.0,9.0,東京都新宿区百人町２ [ ■ 周辺環境 ],新大久保駅,4.0,23
78837021,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_78837021/,6280.0,2LDK,55.39,2002,1.0,5.0,東京都杉並区久我山３ [ ■ 周辺環境 ],久我山駅,1.0,23
78931552,https://suumo.jp/ms/chuko/tokyo/sc_sumida/nc_78931552/,6280.0,1LDK,40.08,2010,3.0,11.0,東京都墨田区業平３-13-4 [ ■ 周辺環境 ],押上駅,2.0,21
20056955,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20056955/,6480.0,3LDK,91.11,1996,1.0,1.0,東京都足立区梅田７ [ ■ 周辺環境 ],梅島駅,5.0,24
20026049,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_20026049/,6480.0,1LDK,55.03,1981,10.0,1.0,東京都文京区音羽１ [ ■ 周辺環境 ],護国寺駅,4.0,33
78953500,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_78953500/,6480.0,1LDK,55.03,1981,10.0,11.0,東京都文京区音羽１ [ ■ 周辺環境 ],護国寺駅,4.0,22
20032128,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20032128/,6480.0,1LDK,48.45,1978,2.0,8.0,東京都中央区明石町 [ ■ 周辺環境 ],有楽町駅,7.0,30
20157550,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_20157550/,6390.0,2LDK,57.03,2005,11.0,14.0,東京都江戸川区西小岩１ [ ■ 周辺環境 ],小岩駅,3.0,25
20226605,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20226605/,6380.0,3LDK,75.91,1992,10.0,12.0,東京都板橋区蓮沼町５０-２ [ ■ 周辺環境 ],本蓮沼駅,5.0,27
79170359,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_79170359/,6380.0,3LDK,78.04,2001,3.0,1.0,東京都板橋区上板橋２ [ ■ 周辺環境 ],上板橋駅,9.0,14
20231538,https://suumo.jp/ms/chuko/tokyo/sc_kita/nc_20231538/,6480.0,1LDK,52.25,1992,2.0,1.0,東京都北区田端１ [ ■ 周辺環境 ],田端駅,6.0,27
20122461,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20122461/,6480.0,3LDK,83.16,1983,2.0,9.0,東京都江東区南砂７ [ ■ 周辺環境 ],南砂町駅,5.0,22
20349875,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20349875/,6480.0,1LDK,48.13,1969,4.0,7.0,東京都港区赤坂６-19-11 [ ■ 周辺環境 ],赤坂駅,7.0,32
20188104,https://suumo.jp/ms/chuko/tokyo/sc_nakano/nc_20188104/,6480.0,1DK,30.73,2018,6.0,14.0,東京都中野区東中野２ [ ■ 周辺環境 ],東中野駅,2.0,22
20215568,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_20215568/,6480.0,1LDK,56.89,2024,2.0,5.0,東京都練馬区北町７ [ ■ 周辺環境 ],平和台駅,9.0,23
78890341,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_78890341/,6390.0,3LDK,67.16,2000,2.0,6.0,東京都練馬区羽沢３ [ ■ 周辺環境 ],氷川台駅,6.0,22
20134202,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20134202/,6300.0,1LDK,51.84,2024,6.0,6.0,東京都大田区仲六郷２ [ ■ 周辺環境 ],雑色駅,5.0,24
20314311,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20314311/,6470.0,3LDK,60.5,1984,6.0,2.0,東京都大田区石川町２ [ ■ 周辺環境 ],石川台駅,3.0,29
79044110,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_79044110/,6480.0,2LDK,70.24,2009,9.0,15.0,東京都大田区大森南１ [ ■ 周辺環境 ],梅屋敷駅,16.0,21
20050817,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_20050817/,6480.0,1LDK,52.72,1981,2.0,6.0,東京都渋谷区元代々木町 [ ■ 周辺環境 ],代々木八幡駅,8.0,23
20092042,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_20092042/,6380.0,1LDK,38.5,2003,4.0,6.0,東京都渋谷区恵比寿南２ [ ■ 周辺環境 ],恵比寿駅,5.0,23
20325219,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_20325219/,6299.0,2LDK,61.81,1971,7.0,8.0,東京都渋谷区代々木１-44-9 [ ■ 周辺環境 ],代々木駅,4.0,29
79053563,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_79053563/,6398.0,1LDK,46.59,2004,3.0,1.0,東京都渋谷区本町１ [ ■ 周辺環境 ],幡ヶ谷駅,5.0,24
20193200,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20193200/,6480.0,2LDK,53.69,1986,2.0,5.0,東京都新宿区高田馬場２ [ ■ 周辺環境 ],高田馬場駅,8.0,32
78941491,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78941491/,6380.0,1LDK,42.05,1991,2.0,1.0,東京都新宿区南元町3-7 [ ■ 周辺環境 ],信濃町駅,6.0,27
20267373,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20267373/,6480.0,2LDK,56.75,1985,4.0,4.0,東京都杉並区宮前３ [ ■ 周辺環境 ],西荻窪駅,14.0,22
20042162,https://suumo.jp/ms/chuko/tokyo/sc_sumida/nc_20042162/,6380.0,2LDK,48.91,2024,7.0,9.0,東京都墨田区墨田３-21-13 [ ■ 周辺環境 ],鐘ヶ淵駅,5.0,34
20065031,https://suumo.jp/ms/chuko/tokyo/sc_sumida/nc_20065031/,6480.0,1LDK,40.08,2010,3.0,11.0,東京都墨田区業平３ [ ■ 周辺環境 ],押上駅,2.0,32
20137659,https://suumo.jp/ms/chuko/tokyo/sc_sumida/nc_20137659/,6480.0,3LDK,68.97,2014,5.0,7.0,東京都墨田区立花５ [ ■ 周辺環境 ],小村井駅,8.0,21
20170989,https://suumo.jp/ms/chuko/tokyo/sc_sumida/nc_20170989/,6480.0,2LDK,56.59,2002,6.0,9.0,東京都墨田区太平４ [ ■ 周辺環境 ],錦糸町駅,6.0,23
20319403,https://suumo.jp/ms/chuko/tokyo/sc_sumida/nc_20319403/,6300.0,2LDK,41.55,2018,3.0,11.0,東京都墨田区向島２ [ ■ 周辺環境 ],押上駅,7.0,28
20038968,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_20038968/,6480.0,4LDK,98.94,1994,3.0,1.0,東京都江戸川区北葛西４ [ ■ 周辺環境 ],西葛西駅,13.0,26
79083154,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_79083154/,6480.0,2LDK,75.14,1999,4.0,13.0,東京都江戸川区船堀３ [ ■ 周辺環境 ],船堀駅,2.0,21
20314805,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20314805/,6498.0,2LDK,53.41,2001,4.0,15.0,東京都板橋区中丸町 [ ■ 周辺環境 ],要町駅,11.0,34
20324310,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20324310/,6498.0,2LDK,53.41,2001,4.0,15.0,東京都板橋区中丸町9-3 [ ■ 周辺環境 ],要町駅,11.0,34
20310885,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20310885/,6480.0,3LDK,62.06,1984,9.0,12.0,東京都江東区木場３-14-11 [ ■ 周辺環境 ],木場駅,11.0,23
79183556,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_79183556/,6484.0,2LDK,68.58,1997,4.0,14.0,東京都江東区大島６ [ ■ 周辺環境 ],大島駅,2.0,24
79215444,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_79215444/,6480.0,2LDK,67.8,2001,2.0,1.0,東京都江東区辰巳１-7-1 [ ■ 周辺環境 ],辰巳駅,8.0,23
78923123,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_78923123/,6480.0,1LDK,56.7,1974,5.0,1.0,東京都目黒区下目黒４ [ ■ 周辺環境 ],目黒駅,15.0,17
20354369,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20354369/,6498.0,2LDK,50.75,1969,4.0,8.0,東京都港区高輪２-10-7 [ ■ 周辺環境 ],高輪ゲートウェイ駅,10.0,34
20001131,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_20001131/,6490.0,3LDK,68.7,1997,8.0,1.0,東京都練馬区練馬４ [ ■ 周辺環境 ],豊島園駅,1.0,30
79213064,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_79213064/,6490.0,3LDK,68.7,1997,8.0,1.0,東京都練馬区練馬４ [ ■ 周辺環境 ],豊島園駅,1.0,27
79102315,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_79102315/,6490.0,1LDK,40.8,2023,3.0,6.0,東京都大田区仲池上１-12-9 [ ■ 周辺環境 ],西馬込駅,8.0,16
78366643,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_78366643/,6490.0,4LDK,105.57,1972,5.0,6.0,東京都世田谷区宮坂３ [ ■ 周辺環境 ],経堂駅,7.0,27
78719051,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_78719051/,6480.0,1LDK,55.66,2004,1.0,1.0,東京都世田谷区奥沢５ [ ■ 周辺環境 ],奥沢駅,1.0,18
78856473,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_78856473/,6490.0,4LDK,105.57,1972,5.0,6.0,東京都世田谷区宮坂３ [ ■ 周辺環境 ],経堂駅,7.0,26
78984395,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_78984395/,6490.0,4LDK,105.57,1972,5.0,6.0,東京都世田谷区宮坂３ [ ■ 周辺環境 ],経堂駅,7.0,28
20099053,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_20099053/,6480.0,2LDK,53.35,1981,4.0,10.0,東京都品川区大崎５-5-3 [ ■ 周辺環境 ],大崎広小路駅,4.0,23
20238157,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20238157/,6480.0,1LDK,37.72,2010,2.0,1.0,東京都新宿区市谷柳町 [ ■ 周辺環境 ],牛込柳町駅,2.0,22
78751798,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78751798/,6480.0,2LDK,68.51,1969,2.0,9.0,東京都新宿区市谷左内町 [ ■ 周辺環境 ],市ケ谷駅,8.0,23
20117968,https://suumo.jp/ms/chuko/tokyo/sc_arakawa/nc_20117968/,6580.0,1LDK,52.96,2018,2.0,15.0,東京都荒川区西尾久４ [ ■ 周辺環境 ],尾久駅,6.0,26
20055659,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_20055659/,6580.0,1LDK,32.01,2019,4.0,10.0,東京都文京区本駒込６ [ ■ 周辺環境 ],千石駅,4.0,18
79066863,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_79066863/,6498.0,2LDK,51.09,1991,5.0,1.0,東京都文京区小石川２ [ ■ 周辺環境 ],春日駅,8.0,25
20354609,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_20354609/,6580.0,3LDK,71.68,2013,10.0,14.0,東京都江戸川区南小岩８ [ ■ 周辺環境 ],小岩駅,4.0,18
78753731,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_78753731/,6498.0,2LDK,53.41,2001,4.0,15.0,東京都板橋区中丸町 [ ■ 周辺環境 ],池袋駅,13.0,28
20354538,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_20354538/,6499.0,2LDK,70.56,1969,8.0,9.0,東京都目黒区目黒１-2-7 [ ■ 周辺環境 ],目黒駅,5.0,32
20025141,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20025141/,6499.0,1LDK,32.64,1983,3.0,8.0,東京都港区元麻布１ [ ■ 周辺環境 ],麻布十番駅,4.0,24
